"fip","label","respop72015"
42053,"Forest County, Pennsylvania",7410
42055,"Franklin County, Pennsylvania",153638
42057,"Fulton County, Pennsylvania",14629
42059,"Greene County, Pennsylvania",37519
42061,"Huntingdon County, Pennsylvania",45668
42063,"Indiana County, Pennsylvania",86966
42065,"Jefferson County, Pennsylvania",44430
42067,"Juniata County, Pennsylvania",24737
42069,"Lackawanna County, Pennsylvania",211917
42071,"Lancaster County, Pennsylvania",536624
42073,"Lawrence County, Pennsylvania",88082
42075,"Lebanon County, Pennsylvania",137067
42077,"Lehigh County, Pennsylvania",360685
42079,"Luzerne County, Pennsylvania",318449
42081,"Lycoming County, Pennsylvania",116048
42083,"McKean County, Pennsylvania",42412
42085,"Mercer County, Pennsylvania",114234
42087,"Mifflin County, Pennsylvania",46500
42089,"Monroe County, Pennsylvania",166397
42091,"Montgomery County, Pennsylvania",819264
42093,"Montour County, Pennsylvania",18557
42095,"Northampton County, Pennsylvania",300813
42097,"Northumberland County, Pennsylvania",93246
42099,"Perry County, Pennsylvania",45685
42101,"Philadelphia County, Pennsylvania",1567442
42103,"Pike County, Pennsylvania",55949
42105,"Potter County, Pennsylvania",17093
42107,"Schuylkill County, Pennsylvania",144590
42109,"Snyder County, Pennsylvania",40444
42111,"Somerset County, Pennsylvania",75522
42113,"Sullivan County, Pennsylvania",6328
42115,"Susquehanna County, Pennsylvania",41666
42117,"Tioga County, Pennsylvania",41877
42119,"Union County, Pennsylvania",44954
42121,"Venango County, Pennsylvania",53119
42123,"Warren County, Pennsylvania",40396
42125,"Washington County, Pennsylvania",208261
42127,"Wayne County, Pennsylvania",51198
42129,"Westmoreland County, Pennsylvania",357956
42131,"Wyoming County, Pennsylvania",27800
42133,"York County, Pennsylvania",442867
44001,"Bristol County, Rhode Island",49084
44003,"Kent County, Rhode Island",164801
44005,"Newport County, Rhode Island",82423
44007,"Providence County, Rhode Island",633473
44009,"Washington County, Rhode Island",126517
45001,"Abbeville County, South Carolina",24932
45003,"Aiken County, South Carolina",165829
45005,"Allendale County, South Carolina",9433
45007,"Anderson County, South Carolina",194692
45009,"Bamberg County, South Carolina",14880
45011,"Barnwell County, South Carolina",21725
45013,"Beaufort County, South Carolina",179589
45015,"Berkeley County, South Carolina",202786
45017,"Calhoun County, South Carolina",14781
45019,"Charleston County, South Carolina",389262
45021,"Cherokee County, South Carolina",56194
45023,"Chester County, South Carolina",32267
45025,"Chesterfield County, South Carolina",46017
45027,"Clarendon County, South Carolina",33775
45029,"Colleton County, South Carolina",37731
45031,"Darlington County, South Carolina",67548
45033,"Dillon County, South Carolina",31234
45035,"Dorchester County, South Carolina",152478
45037,"Edgefield County, South Carolina",26514
45039,"Fairfield County, South Carolina",22747
45041,"Florence County, South Carolina",138900
45043,"Georgetown County, South Carolina",61298
45045,"Greenville County, South Carolina",491863
45047,"Greenwood County, South Carolina",69838
45049,"Hampton County, South Carolina",20049
45051,"Horry County, South Carolina",309199
45053,"Jasper County, South Carolina",27824
45055,"Kershaw County, South Carolina",63603
45057,"Lancaster County, South Carolina",85842
45059,"Laurens County, South Carolina",66623
45061,"Lee County, South Carolina",17896
45063,"Lexington County, South Carolina",281833
45065,"McCormick County, South Carolina",9706
45067,"Marion County, South Carolina",31747
45069,"Marlboro County, South Carolina",27494
45071,"Newberry County, South Carolina",38012
45073,"Oconee County, South Carolina",75713
45075,"Orangeburg County, South Carolina",89208
45077,"Pickens County, South Carolina",121691
45079,"Richland County, South Carolina",407051
45081,"Saluda County, South Carolina",20053
45083,"Spartanburg County, South Carolina",297302
45085,"Sumter County, South Carolina",107480
45087,"Union County, South Carolina",27777
45089,"Williamsburg County, South Carolina",32535
45091,"York County, South Carolina",251195
46003,"Aurora County, South Dakota",2733
46005,"Beadle County, South Dakota",18372
46007,"Bennett County, South Dakota",3423
46009,"Bon Homme County, South Dakota",6985
46011,"Brookings County, South Dakota",33897
46013,"Brown County, South Dakota",38785
46015,"Brule County, South Dakota",5281
46017,"Buffalo County, South Dakota",2095
46019,"Butte County, South Dakota",10283
46021,"Campbell County, South Dakota",1397
46023,"Charles Mix County, South Dakota",9383
46025,"Clark County, South Dakota",3659
46027,"Clay County, South Dakota",13964
46029,"Codington County, South Dakota",27939
46031,"Corson County, South Dakota",4197
46033,"Custer County, South Dakota",8446
46035,"Davison County, South Dakota",19858
46037,"Day County, South Dakota",5539
46039,"Deuel County, South Dakota",4333
46041,"Dewey County, South Dakota",5685
46043,"Douglas County, South Dakota",2977
46045,"Edmunds County, South Dakota",3999
46047,"Fall River County, South Dakota",6867
46049,"Faulk County, South Dakota",2337
46051,"Grant County, South Dakota",7142
46053,"Gregory County, South Dakota",4201
46055,"Haakon County, South Dakota",1861
46057,"Hamlin County, South Dakota",6047
46059,"Hand County, South Dakota",3348
46061,"Hanson County, South Dakota",3385
46063,"Harding County, South Dakota",1267
46065,"Hughes County, South Dakota",17555
46067,"Hutchinson County, South Dakota",7301
46069,"Hyde County, South Dakota",1397
46071,"Jackson County, South Dakota",3321
46073,"Jerauld County, South Dakota",1997
46075,"Jones County, South Dakota",924
46077,"Kingsbury County, South Dakota",4990
46079,"Lake County, South Dakota",12622
46081,"Lawrence County, South Dakota",24827
46083,"Lincoln County, South Dakota",52849
46085,"Lyman County, South Dakota",3876
46087,"McCook County, South Dakota",5599
46089,"McPherson County, South Dakota",2415
46091,"Marshall County, South Dakota",4769
46093,"Meade County, South Dakota",26986
46095,"Mellette County, South Dakota",2050
46097,"Miner County, South Dakota",2236
46099,"Minnehaha County, South Dakota",185197
46101,"Moody County, South Dakota",6430
46102,"Oglala Lakota County, South Dakota",14373
46103,"Pennington County, South Dakota",108702
46105,"Perkins County, South Dakota",3019
46107,"Potter County, South Dakota",2320
46109,"Roberts County, South Dakota",10311
46111,"Sanborn County, South Dakota",2355
46115,"Spink County, South Dakota",6524
46117,"Stanley County, South Dakota",2954
46119,"Sully County, South Dakota",1426
46121,"Todd County, South Dakota",9959
46123,"Tripp County, South Dakota",5434
46125,"Turner County, South Dakota",8209
46127,"Union County, South Dakota",14909
46129,"Walworth County, South Dakota",5443
46135,"Yankton County, South Dakota",22702
46137,"Ziebach County, South Dakota",2803
47001,"Anderson County, Tennessee",75749
47003,"Bedford County, Tennessee",47183
47005,"Benton County, Tennessee",16129
47007,"Bledsoe County, Tennessee",14502
47009,"Blount County, Tennessee",127253
47011,"Bradley County, Tennessee",104091
47013,"Campbell County, Tennessee",39752
47015,"Cannon County, Tennessee",13840
47017,"Carroll County, Tennessee",27910
47019,"Carter County, Tennessee",56486
47021,"Cheatham County, Tennessee",39741
47023,"Chester County, Tennessee",17471
47025,"Claiborne County, Tennessee",31709
47027,"Clay County, Tennessee",7771
47029,"Cocke County, Tennessee",35162
47031,"Coffee County, Tennessee",54277
47033,"Crockett County, Tennessee",14601
47035,"Cumberland County, Tennessee",58229
47037,"Davidson County, Tennessee",678889
47039,"Decatur County, Tennessee",11660
47041,"DeKalb County, Tennessee",19182
47043,"Dickson County, Tennessee",51487
47045,"Dyer County, Tennessee",37893
47047,"Fayette County, Tennessee",39165
47049,"Fentress County, Tennessee",17917
47051,"Franklin County, Tennessee",41449
47053,"Gibson County, Tennessee",49399
47055,"Giles County, Tennessee",28946
47057,"Grainger County, Tennessee",22846
47059,"Greene County, Tennessee",68580
47061,"Grundy County, Tennessee",13441
47063,"Hamblen County, Tennessee",63402
47065,"Hamilton County, Tennessee",354098
47067,"Hancock County, Tennessee",6572
47069,"Hardeman County, Tennessee",25707
47071,"Hardin County, Tennessee",25756
47073,"Hawkins County, Tennessee",56471
47075,"Haywood County, Tennessee",18023
47077,"Henderson County, Tennessee",28015
47079,"Henry County, Tennessee",32147
47081,"Hickman County, Tennessee",24363
47083,"Houston County, Tennessee",8149
47085,"Humphreys County, Tennessee",18135
47087,"Jackson County, Tennessee",11509
47089,"Jefferson County, Tennessee",53240
47091,"Johnson County, Tennessee",17830
47093,"Knox County, Tennessee",451324
47095,"Lake County, Tennessee",7576
47097,"Lauderdale County, Tennessee",26936
47099,"Lawrence County, Tennessee",42564
47101,"Lewis County, Tennessee",11854
47103,"Lincoln County, Tennessee",33743
47105,"Loudon County, Tennessee",51130
47107,"McMinn County, Tennessee",52639
47109,"McNairy County, Tennessee",26066
47111,"Macon County, Tennessee",23177
47113,"Madison County, Tennessee",97610
47115,"Marion County, Tennessee",28487
47117,"Marshall County, Tennessee",31552
47119,"Maury County, Tennessee",87757
47121,"Meigs County, Tennessee",11830
47123,"Monroe County, Tennessee",45771
47125,"Montgomery County, Tennessee",193479
47127,"Moore County, Tennessee",6322
47129,"Morgan County, Tennessee",21498
47131,"Obion County, Tennessee",30639
47133,"Overton County, Tennessee",22129
47135,"Perry County, Tennessee",7929
47137,"Pickett County, Tennessee",5146
47139,"Polk County, Tennessee",16773
47141,"Putnam County, Tennessee",74553
47143,"Rhea County, Tennessee",32526
47145,"Roane County, Tennessee",52753
47147,"Robertson County, Tennessee",68570
47149,"Rutherford County, Tennessee",298612
47151,"Scott County, Tennessee",21950
47153,"Sequatchie County, Tennessee",14811
47155,"Sevier County, Tennessee",95946
47157,"Shelby County, Tennessee",938069
47159,"Smith County, Tennessee",19295
47161,"Stewart County, Tennessee",13259
47163,"Sullivan County, Tennessee",156791
47165,"Sumner County, Tennessee",175989
47167,"Tipton County, Tennessee",61870
47169,"Trousdale County, Tennessee",8042
47171,"Unicoi County, Tennessee",17860
47173,"Union County, Tennessee",19119
47175,"Van Buren County, Tennessee",5677
47177,"Warren County, Tennessee",40435
47179,"Washington County, Tennessee",126302
47181,"Wayne County, Tennessee",16748
47183,"Weakley County, Tennessee",33960
47185,"White County, Tennessee",26521
47187,"Williamson County, Tennessee",211672
47189,"Wilson County, Tennessee",128911
48001,"Anderson County, Texas",57580
48003,"Andrews County, Texas",18105
48005,"Angelina County, Texas",88255
48007,"Aransas County, Texas",25350
48009,"Archer County, Texas",8715
48011,"Armstrong County, Texas",1947
48013,"Atascosa County, Texas",48435
48015,"Austin County, Texas",29563
48017,"Bailey County, Texas",7210
48019,"Bandera County, Texas",21269
48021,"Bastrop County, Texas",80527
48023,"Baylor County, Texas",3618
48025,"Bee County, Texas",32874
48027,"Bell County, Texas",334941
48029,"Bexar County, Texas",1897753
48031,"Blanco County, Texas",11004
48033,"Borden County, Texas",648
48035,"Bosque County, Texas",17891
48037,"Bowie County, Texas",93389
48039,"Brazoria County, Texas",346312
48041,"Brazos County, Texas",215037
48043,"Brewster County, Texas",9145
48045,"Briscoe County, Texas",1505
48047,"Brooks County, Texas",7230
48049,"Brown County, Texas",37896
48051,"Burleson County, Texas",17460
48053,"Burnet County, Texas",45463
48055,"Caldwell County, Texas",40522
48057,"Calhoun County, Texas",21895
48059,"Callahan County, Texas",13557
48061,"Cameron County, Texas",422156
48063,"Camp County, Texas",12682
48065,"Carson County, Texas",5969
48067,"Cass County, Texas",30313
48069,"Castro County, Texas",7656
48071,"Chambers County, Texas",38863
48073,"Cherokee County, Texas",51542
48075,"Childress County, Texas",7088
48077,"Clay County, Texas",10360
48079,"Cochran County, Texas",2953
48081,"Coke County, Texas",3238
48083,"Coleman County, Texas",8338
48085,"Collin County, Texas",914127
48087,"Collingsworth County, Texas",3044
48089,"Colorado County, Texas",20870
48091,"Comal County, Texas",129048
48093,"Comanche County, Texas",13430
48095,"Concho County, Texas",4081
48097,"Cooke County, Texas",39229
48099,"Coryell County, Texas",75503
48101,"Cottle County, Texas",1426
48103,"Crane County, Texas",5048
48105,"Crockett County, Texas",3710
48107,"Crosby County, Texas",5977
48109,"Culberson County, Texas",2236
48111,"Dallam County, Texas",7121
48113,"Dallas County, Texas",2553385
48115,"Dawson County, Texas",13520
48117,"Deaf Smith County, Texas",18952
48119,"Delta County, Texas",5217
48121,"Denton County, Texas",780612
48123,"DeWitt County, Texas",20797
48125,"Dickens County, Texas",2206
48127,"Dimmit County, Texas",10980
48129,"Donley County, Texas",3499
48131,"Duval County, Texas",11388
48133,"Eastland County, Texas",18171
48135,"Ector County, Texas",159436
48137,"Edwards County, Texas",1894
48139,"Ellis County, Texas",163632
48141,"El Paso County, Texas",835593
48143,"Erath County, Texas",41122
48145,"Falls County, Texas",17142
48147,"Fannin County, Texas",33693
48149,"Fayette County, Texas",25110
48151,"Fisher County, Texas",3827
48153,"Floyd County, Texas",5901
48155,"Foard County, Texas",1220
48157,"Fort Bend County, Texas",716087
48159,"Franklin County, Texas",10651
48161,"Freestone County, Texas",19691
48163,"Frio County, Texas",18793
48165,"Gaines County, Texas",20051
48167,"Galveston County, Texas",322225
48169,"Garza County, Texas",6415
48171,"Gillespie County, Texas",25963
48173,"Glasscock County, Texas",1315
48175,"Goliad County, Texas",7531
48177,"Gonzales County, Texas",20573
48179,"Gray County, Texas",23210
48181,"Grayson County, Texas",125467
48183,"Gregg County, Texas",124108
48185,"Grimes County, Texas",27512
48187,"Guadalupe County, Texas",151249
48189,"Hale County, Texas",34360
48191,"Hall County, Texas",3138
48193,"Hamilton County, Texas",8159
48195,"Hansford County, Texas",5610
48197,"Hardeman County, Texas",3840
48199,"Hardin County, Texas",55865
48201,"Harris County, Texas",4538028
48203,"Harrison County, Texas",66746
48205,"Hartley County, Texas",6193
48207,"Haskell County, Texas",5737
48209,"Hays County, Texas",194739
48211,"Hemphill County, Texas",4264
48213,"Henderson County, Texas",79545
48215,"Hidalgo County, Texas",842304
48217,"Hill County, Texas",34855
48219,"Hockley County, Texas",23433
48221,"Hood County, Texas",55423
48223,"Hopkins County, Texas",36223
48225,"Houston County, Texas",22785
48227,"Howard County, Texas",37206
48229,"Hudspeth County, Texas",3379
48231,"Hunt County, Texas",89844
48233,"Hutchinson County, Texas",21734
48235,"Irion County, Texas",1554
48237,"Jack County, Texas",8878
48239,"Jackson County, Texas",14816
48241,"Jasper County, Texas",35506
48243,"Jeff Davis County, Texas",2156
48245,"Jefferson County, Texas",254308
48247,"Jim Hogg County, Texas",5200
48249,"Jim Wells County, Texas",41382
48251,"Johnson County, Texas",159990
48253,"Jones County, Texas",19970
48255,"Karnes County, Texas",14975
48257,"Kaufman County, Texas",114690
48259,"Kendall County, Texas",40384
48261,"Kenedy County, Texas",407
48263,"Kent County, Texas",764
48265,"Kerr County, Texas",50955
48267,"Kimble County, Texas",4388
48269,"King County, Texas",282
48271,"Kinney County, Texas",3549
48273,"Kleberg County, Texas",31857
48275,"Knox County, Texas",3860
48277,"Lamar County, Texas",49440
48279,"Lamb County, Texas",13385
48281,"Lampasas County, Texas",20588
48283,"La Salle County, Texas",7631
48285,"Lavaca County, Texas",19836
48287,"Lee County, Texas",16898
48289,"Leon County, Texas",17086
48291,"Liberty County, Texas",79654
48293,"Limestone County, Texas",23320
48295,"Lipscomb County, Texas",3569
48297,"Live Oak County, Texas",12229
48299,"Llano County, Texas",19796
48301,"Loving County, Texas",112
48303,"Lubbock County, Texas",299453
48305,"Lynn County, Texas",5724
48307,"McCulloch County, Texas",8341
48309,"McLennan County, Texas",245671
48311,"McMullen County, Texas",820
48313,"Madison County, Texas",14065
48315,"Marion County, Texas",10160
48317,"Martin County, Texas",5641
48319,"Mason County, Texas",4032
48321,"Matagorda County, Texas",36770
48323,"Maverick County, Texas",57706
48325,"Medina County, Texas",48417
48327,"Menard County, Texas",2164
48329,"Midland County, Texas",161077
48331,"Milam County, Texas",24513
48333,"Mills County, Texas",4900
48335,"Mitchell County, Texas",9067
48337,"Montague County, Texas",19262
48339,"Montgomery County, Texas",537559
48341,"Moore County, Texas",22255
48343,"Morris County, Texas",12516
48345,"Motley County, Texas",1148
48347,"Nacogdoches County, Texas",65664
48349,"Navarro County, Texas",48323
48351,"Newton County, Texas",13986
48353,"Nolan County, Texas",15107
48355,"Nueces County, Texas",359715
48357,"Ochiltree County, Texas",10747
48359,"Oldham County, Texas",2069
48361,"Orange County, Texas",84260
48363,"Palo Pinto County, Texas",27895
48365,"Panola County, Texas",23766
48367,"Parker County, Texas",126042
48369,"Parmer County, Texas",9749
48371,"Pecos County, Texas",16203
48373,"Polk County, Texas",46972
48375,"Potter County, Texas",121802
48377,"Presidio County, Texas",6876
48379,"Rains County, Texas",11161
48381,"Randall County, Texas",130269
48383,"Reagan County, Texas",3792
48385,"Real County, Texas",3307
48387,"Red River County, Texas",12455
48389,"Reeves County, Texas",14732
48391,"Refugio County, Texas",7289
48393,"Roberts County, Texas",916
48395,"Robertson County, Texas",16659
48397,"Rockwall County, Texas",90861
48399,"Runnels County, Texas",10551
48401,"Rusk County, Texas",53070
48403,"Sabine County, Texas",10368
48405,"San Augustine County, Texas",8473
48407,"San Jacinto County, Texas",27413
48409,"San Patricio County, Texas",67357
48411,"San Saba County, Texas",5901
48413,"Schleicher County, Texas",3211
48415,"Scurry County, Texas",17615
48417,"Shackelford County, Texas",3350
48419,"Shelby County, Texas",25402
48421,"Sherman County, Texas",3072
48423,"Smith County, Texas",222936
48425,"Somervell County, Texas",8739
48427,"Starr County, Texas",63795
48429,"Stephens County, Texas",9440
48431,"Sterling County, Texas",1352
48433,"Stonewall County, Texas",1410
48435,"Sutton County, Texas",3913
48437,"Swisher County, Texas",7533
48439,"Tarrant County, Texas",1982498
48441,"Taylor County, Texas",136051
48443,"Terrell County, Texas",837
48445,"Terry County, Texas",12739
48447,"Throckmorton County, Texas",1579
48449,"Titus County, Texas",32623
48451,"Tom Green County, Texas",118105
48453,"Travis County, Texas",1176558
48455,"Trinity County, Texas",14402
48457,"Tyler County, Texas",21347
48459,"Upshur County, Texas",40603
48461,"Upton County, Texas",3651
48463,"Uvalde County, Texas",27245
48465,"Val Verde County, Texas",48988
48467,"Van Zandt County, Texas",53547
48469,"Victoria County, Texas",92382
48471,"Walker County, Texas",70699
48473,"Waller County, Texas",48656
48475,"Ward County, Texas",11721
48477,"Washington County, Texas",34765
48479,"Webb County, Texas",269721
48481,"Wharton County, Texas",41486
48483,"Wheeler County, Texas",5657
48485,"Wichita County, Texas",131705
48487,"Wilbarger County, Texas",13027
48489,"Willacy County, Texas",21903
48491,"Williamson County, Texas",508514
48493,"Wilson County, Texas",47520
48495,"Winkler County, Texas",8005
48497,"Wise County, Texas",62953
48499,"Wood County, Texas",43356
48501,"Yoakum County, Texas",8546
48503,"Young County, Texas",18270
48505,"Zapata County, Texas",14374
48507,"Zavala County, Texas",12235
49001,"Beaver County, Utah",6354
49003,"Box Elder County, Utah",52097
49005,"Cache County, Utah",120783
49007,"Carbon County, Utah",20479
49009,"Daggett County, Utah",1109
49011,"Davis County, Utah",336043
49013,"Duchesne County, Utah",20862
49015,"Emery County, Utah",10370
49017,"Garfield County, Utah",5009
49019,"Grand County, Utah",9516
49021,"Iron County, Utah",48368
49023,"Juab County, Utah",10594
49025,"Kane County, Utah",7131
49027,"Millard County, Utah",12645
49029,"Morgan County, Utah",11065
49031,"Piute County, Utah",1517
49033,"Rich County, Utah",2311
49035,"Salt Lake County, Utah",1107314
49037,"San Juan County, Utah",15772
49039,"Sanpete County, Utah",28778
49041,"Sevier County, Utah",20984
49043,"Summit County, Utah",39633
49045,"Tooele County, Utah",62952
49047,"Uintah County, Utah",37928
49049,"Utah County, Utah",575205
49051,"Wasatch County, Utah",29161
49053,"Washington County, Utah",155602
49055,"Wayne County, Utah",2692
49057,"Weber County, Utah",243645
50001,"Addison County, Vermont",37035
50003,"Bennington County, Vermont",36317
50005,"Caledonia County, Vermont",30780
50007,"Chittenden County, Vermont",161382
50009,"Essex County, Vermont",6163
50011,"Franklin County, Vermont",48799
50013,"Grand Isle County, Vermont",6861
50015,"Lamoille County, Vermont",25235
50017,"Orange County, Vermont",28899
50019,"Orleans County, Vermont",27100
50021,"Rutland County, Vermont",59736
50023,"Washington County, Vermont",58612
50025,"Windham County, Vermont",43386
50027,"Windsor County, Vermont",55737
51001,"Accomack County, Virginia",32973
51003,"Albemarle County, Virginia",105703
51005,"Alleghany County, Virginia",15677
51007,"Amelia County, Virginia",12903
51009,"Amherst County, Virginia",31914
51011,"Appomattox County, Virginia",15414
51013,"Arlington County, Virginia",229164
51015,"Augusta County, Virginia",74314
51017,"Bath County, Virginia",4470
51019,"Bedford County, Virginia",77724
51021,"Bland County, Virginia",6561
51023,"Botetourt County, Virginia",33347
51025,"Brunswick County, Virginia",16698
51027,"Buchanan County, Virginia",22776
51029,"Buckingham County, Virginia",17032
51031,"Campbell County, Virginia",55086
51033,"Caroline County, Virginia",29984
51035,"Carroll County, Virginia",29724
51036,"Charles City County, Virginia",7040
51037,"Charlotte County, Virginia",12201
51041,"Chesterfield County, Virginia",335687
51043,"Clarke County, Virginia",14363
51045,"Craig County, Virginia",5211
51047,"Culpeper County, Virginia",49432
51049,"Cumberland County, Virginia",9719
51051,"Dickenson County, Virginia",15115
51053,"Dinwiddie County, Virginia",27852
51057,"Essex County, Virginia",11130
51059,"Fairfax County, Virginia",1142234
51061,"Fauquier County, Virginia",68782
51063,"Floyd County, Virginia",15651
51065,"Fluvanna County, Virginia",26235
51067,"Franklin County, Virginia",56264
51069,"Frederick County, Virginia",83199
51071,"Giles County, Virginia",16708
51073,"Gloucester County, Virginia",37143
51075,"Goochland County, Virginia",22253
51077,"Grayson County, Virginia",16012
51079,"Greene County, Virginia",19162
51081,"Greensville County, Virginia",11885
51083,"Halifax County, Virginia",35125
51085,"Hanover County, Virginia",103227
51087,"Henrico County, Virginia",325155
51089,"Henry County, Virginia",51881
51091,"Highland County, Virginia",2214
51093,"Isle of Wight County, Virginia",36314
51095,"James City County, Virginia",73147
51097,"King and Queen County, Virginia",7158
51099,"King George County, Virginia",25515
51101,"King William County, Virginia",16269
51103,"Lancaster County, Virginia",10965
51105,"Lee County, Virginia",24742
51107,"Loudoun County, Virginia",375629
51109,"Louisa County, Virginia",34602
51111,"Lunenburg County, Virginia",12299
51113,"Madison County, Virginia",13134
51115,"Mathews County, Virginia",8862
51117,"Mecklenburg County, Virginia",31081
51119,"Middlesex County, Virginia",10606
51121,"Montgomery County, Virginia",97653
51125,"Nelson County, Virginia",14785
51127,"New Kent County, Virginia",20392
51131,"Northampton County, Virginia",12155
51133,"Northumberland County, Virginia",12232
51135,"Nottoway County, Virginia",15673
51137,"Orange County, Virginia",35385
51139,"Page County, Virginia",23726
51141,"Patrick County, Virginia",18045
51143,"Pittsylvania County, Virginia",62194
51145,"Powhatan County, Virginia",28031
51147,"Prince Edward County, Virginia",22952
51149,"Prince George County, Virginia",37862
51153,"Prince William County, Virginia",451721
51155,"Pulaski County, Virginia",34332
51157,"Rappahannock County, Virginia",7378
51159,"Richmond County, Virginia",8908
51161,"Roanoke County, Virginia",94409
51163,"Rockbridge County, Virginia",22354
51165,"Rockingham County, Virginia",78593
51167,"Russell County, Virginia",27891
51169,"Scott County, Virginia",22126
51171,"Shenandoah County, Virginia",43190
51173,"Smyth County, Virginia",31470
51175,"Southampton County, Virginia",18109
51177,"Spotsylvania County, Virginia",130475
51179,"Stafford County, Virginia",142003
51181,"Surry County, Virginia",6709
51183,"Sussex County, Virginia",11715
51185,"Tazewell County, Virginia",42899
51187,"Warren County, Virginia",39083
51191,"Washington County, Virginia",54591
51193,"Westmoreland County, Virginia",17629
51195,"Wise County, Virginia",39718
51197,"Wythe County, Virginia",29119
51199,"York County, Virginia",67837
51510,"Alexandria city, Virginia",153511
51520,"Bristol city, Virginia",17141
51530,"Buena Vista city, Virginia",6618
51540,"Charlottesville city, Virginia",46597
51550,"Chesapeake city, Virginia",235429
51570,"Colonial Heights city, Virginia",17820
51580,"Covington city, Virginia",5658
51590,"Danville city, Virginia",42082
51595,"Emporia city, Virginia",5496
51600,"Fairfax city, Virginia",24013
51610,"Falls Church city, Virginia",13892
51620,"Franklin city, Virginia",8490
51630,"Fredericksburg city, Virginia",28118
51640,"Galax city, Virginia",6914
51650,"Hampton city, Virginia",136454
51660,"Harrisonburg city, Virginia",52538
51670,"Hopewell city, Virginia",22378
51678,"Lexington city, Virginia",7262
51680,"Lynchburg city, Virginia",79812
51683,"Manassas city, Virginia",41764
51685,"Manassas Park city, Virginia",15726
51690,"Martinsville city, Virginia",13645
51700,"Newport News city, Virginia",182385
51710,"Norfolk city, Virginia",246393
51720,"Norton city, Virginia",3939
51730,"Petersburg city, Virginia",32477
51735,"Poquoson city, Virginia",12059
51740,"Portsmouth city, Virginia",96201
51750,"Radford city, Virginia",17403
51760,"Richmond city, Virginia",220289
51770,"Roanoke city, Virginia",99897
51775,"Salem city, Virginia",25432
51790,"Staunton city, Virginia",24416
51800,"Suffolk city, Virginia",88161
51810,"Virginia Beach city, Virginia",452745
51820,"Waynesboro city, Virginia",21491
51830,"Williamsburg city, Virginia",15052
51840,"Winchester city, Virginia",27284
53001,"Adams County, Washington",19254
53003,"Asotin County, Washington",22105
53005,"Benton County, Washington",190309
53007,"Chelan County, Washington",75644
53009,"Clallam County, Washington",73486
53011,"Clark County, Washington",459495
53013,"Columbia County, Washington",3944
53015,"Cowlitz County, Washington",103468
53017,"Douglas County, Washington",40534
53019,"Ferry County, Washington",7582
53021,"Franklin County, Washington",88807
53023,"Garfield County, Washington",2219
53025,"Grant County, Washington",93259
53027,"Grays Harbor County, Washington",71122
53029,"Island County, Washington",80593
53031,"Jefferson County, Washington",30466
53033,"King County, Washington",2117125
53035,"Kitsap County, Washington",260131
53037,"Kittitas County, Washington",43269
53039,"Klickitat County, Washington",21026
53041,"Lewis County, Washington",75882
53043,"Lincoln County, Washington",10321
53045,"Mason County, Washington",61023
53047,"Okanogan County, Washington",41516
53049,"Pacific County, Washington",20848
53051,"Pend Oreille County, Washington",13088
53053,"Pierce County, Washington",843954
53055,"San Juan County, Washington",16252
53057,"Skagit County, Washington",121846
53059,"Skamania County, Washington",11339
53061,"Snohomish County, Washington",772501
53063,"Spokane County, Washington",490945
53065,"Stevens County, Washington",43791
53067,"Thurston County, Washington",269536
53069,"Wahkiakum County, Washington",4042
53071,"Walla Walla County, Washington",60338
53073,"Whatcom County, Washington",212284
53075,"Whitman County, Washington",48177
53077,"Yakima County, Washington",248830
54001,"Barbour County, West Virginia",16704
54003,"Berkeley County, West Virginia",111901
54005,"Boone County, West Virginia",23372
54007,"Braxton County, West Virginia",14415
54009,"Brooke County, West Virginia",23350
54011,"Cabell County, West Virginia",96844
54013,"Calhoun County, West Virginia",7470
54015,"Clay County, West Virginia",8910
54017,"Doddridge County, West Virginia",8176
54019,"Fayette County, West Virginia",44997
54021,"Gilmer County, West Virginia",8518
54023,"Grant County, West Virginia",11766
54025,"Greenbrier County, West Virginia",35516
54027,"Hampshire County, West Virginia",23353
54029,"Hancock County, West Virginia",29815
54031,"Hardy County, West Virginia",13852
54033,"Harrison County, West Virginia",68714
54035,"Jackson County, West Virginia",29237
54037,"Jefferson County, West Virginia",56482
54039,"Kanawha County, West Virginia",188332
54041,"Lewis County, West Virginia",16448
54043,"Lincoln County, West Virginia",21415
54045,"Logan County, West Virginia",34707
54047,"McDowell County, West Virginia",19835
54049,"Marion County, West Virginia",56925
54051,"Marshall County, West Virginia",31978
54053,"Mason County, West Virginia",27037
54055,"Mercer County, West Virginia",61164
54057,"Mineral County, West Virginia",27451
54059,"Mingo County, West Virginia",25292
54061,"Monongalia County, West Virginia",104236
54063,"Monroe County, West Virginia",13506
54065,"Morgan County, West Virginia",17524
54067,"Nicholas County, West Virginia",25594
54069,"Ohio County, West Virginia",43066
54071,"Pendleton County, West Virginia",7229
54073,"Pleasants County, West Virginia",7674
54075,"Pocahontas County, West Virginia",8607
54077,"Preston County, West Virginia",33940
54079,"Putnam County, West Virginia",56848
54081,"Raleigh County, West Virginia",77510
54083,"Randolph County, West Virginia",29126
54085,"Ritchie County, West Virginia",9982
54087,"Roane County, West Virginia",14435
54089,"Summers County, West Virginia",13239
54091,"Taylor County, West Virginia",16912
54093,"Tucker County, West Virginia",6966
